"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_1124700","PY17X_1124700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,036,473..1,038,461(-)","conserved protein, unknown function","1989","conserved protein, unknown function","No"
"PY17X_1124800","PY17X_1124800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,039,259..1,039,519(+)","anaphase-promoting complex subunit 11, putative","261","anaphase-promoting complex subunit 11, putative","No"
"PY17X_1124900","PY17X_1124900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,044,385..1,052,197(+)","SNF2 helicase, putative","7710","SNF2 helicase, putative","No"
"PY17X_1125000","PY17X_1125000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,053,534..1,054,819(-)","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative","741","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative","No"
"PY17X_1125100","PY17X_1125100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,055,529..1,057,389(-)","conserved Plasmodium protein, unknown function","1464","conserved Plasmodium protein, unknown function","No"
"PY17X_1125200","PY17X_1125200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,061,449..1,064,150(+)","GAS8-like protein, putative","1341","GAS8-like protein, putative","No"
"PY17X_1125300","PY17X_1125300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,065,465..1,067,109(+)","sphingomyelin synthase 1, putative","1188","sphingomyelin synthase 1, putative","No"
"PY17X_1125400","PY17X_1125400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,068,046..1,069,254(+)","sphingomyelin synthase 2, putative","1209","sphingomyelin synthase 2, putative","No"
"PY17X_1125500","PY17X_1125500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,070,175..1,071,650(+)","conserved Plasmodium protein, unknown function","1476","conserved Plasmodium protein, unknown function","No"
"PY17X_1125600","PY17X_1125600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,072,438..1,075,914(-)","DNA polymerase 1, putative","3477","DNA polymerase 1, putative","No"
"PY17X_1125700","PY17X_1125700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,077,384..1,078,499(-)","conserved Plasmodium protein, unknown function","1116","conserved Plasmodium protein, unknown function","No"
"PY17X_1125800","PY17X_1125800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,079,852..1,080,844(+)","conserved Plasmodium protein, unknown function","993","conserved Plasmodium protein, unknown function","No"
"PY17X_1125900","PY17X_1125900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,083,336..1,085,177(+)","poly(A) polymerase PAP, putative","1842","poly(A) polymerase PAP, putative","No"
"PY17X_1126000","PY17X_1126000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,085,928..1,086,218(-)","conserved protein, unknown function","291","conserved protein, unknown function","No"
"PY17X_1126100","PY17X_1126100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,087,914..1,089,049(+)","conserved Plasmodium protein, unknown function","966","conserved Plasmodium protein, unknown function","No"
"PY17X_1126200","PY17X_1126200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,090,207..1,094,817(-)","conserved Plasmodium protein, unknown function","4611","conserved Plasmodium protein, unknown function","No"
"PY17X_1126300","PY17X_1126300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,095,952..1,098,326(+)","oxidoreductase, putative","1158","oxidoreductase, putative","No"
"PY17X_1126400","PY17X_1126400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,098,409..1,099,560(-)","conserved Plasmodium protein, unknown function","1152","conserved Plasmodium protein, unknown function","No"
"PY17X_1126500","PY17X_1126500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,100,807..1,102,997(-)","3-oxoacyl-acyl-carrier protein synthase, putative","1425","3-oxoacyl-acyl-carrier protein synthase, putative","No"
"PY17X_1126600","PY17X_1126600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,105,223..1,107,712(+)","CRAL/TRIO domain-containing protein, putative","2490","CRAL/TRIO domain-containing protein, putative","No"
"PY17X_1126700","PY17X_1126700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,109,166..1,111,892(+)","conserved Plasmodium protein, unknown function","2727","conserved Plasmodium protein, unknown function","No"
"PY17X_1126800","PY17X_1126800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,112,181..1,112,618(-)","conserved Plasmodium protein, unknown function","438","conserved Plasmodium protein, unknown function","No"
"PY17X_1126900","PY17X_1126900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,113,399..1,114,505(+)","ATPase, putative","1107","ATPase, putative","No"
"PY17X_1127000","PY17X_1127000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,117,293..1,119,546(+)","pyruvate kinase, putative","1536","pyruvate kinase, putative","No"
"PY17X_1127100","PY17X_1127100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,118,492..1,118,678(+)","small nucleolar RNA snoR35","187","small nucleolar RNA snoR35","No"
"PY17X_1127200","PY17X_1127200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,121,157..1,122,275(+)","mitochondrial ribosomal protein L46 precursor, putative","1119","mitochondrial ribosomal protein L46 precursor, putative","No"
"PY17X_1127300","PY17X_1127300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,122,744..1,123,079(-)","conserved Plasmodium protein, unknown function","336","conserved Plasmodium protein, unknown function","No"
"PY17X_1127400","PY17X_1127400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,125,418..1,130,763(+)","ankyrin-repeat protein, putative","5346","ankyrin-repeat protein, putative","No"
"PY17X_1127500","PY17X_1127500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,131,714..1,133,117(-)","E3 ubiquitin-protein ligase RNF5, putative","1404","E3 ubiquitin-protein ligase RNF5, putative","No"
"PY17X_1127600","PY17X_1127600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,134,878..1,135,423(-)","mitochondrial import inner membrane translocase subunit TIM22, putative","546","mitochondrial import inner membrane translocase subunit TIM22, putative","No"
"PY17X_1127700","PY17X_1127700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,136,206..1,137,272(-)","protein DJ-1, putative","570","protein DJ-1, putative","No"
"PY17X_1127800","PY17X_1127800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,138,287..1,139,405(+)","conserved Plasmodium protein, unknown function","1119","conserved Plasmodium protein, unknown function","No"
"PY17X_1127900","PY17X_1127900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,142,678..1,146,178(+)","transportin, putative","3501","transportin, putative","No"
"PY17X_1128000","PY17X_1128000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,148,321..1,151,176(-)","acetyl-CoA synthetase, putative","2856","acetyl-CoA synthetase, putative","No"
"PY17X_1128100","PY17X_1128100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,152,921..1,154,063(+)","ribonuclease P protein subunit p29, putative","870","ribonuclease P protein subunit p29, putative","No"
"PY17X_1128200","PY17X_1128200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,154,906..1,155,424(+)","6-pyruvoyltetrahydropterin synthase, putative","519","6-pyruvoyltetrahydropterin synthase, putative","No"
"PY17X_1128300","PY17X_1128300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,155,803..1,182,445(-)","HECT-domain (ubiquitin-transferase), putative","26643","HECT-domain (ubiquitin-transferase), putative","No"
"PY17X_1128400","PY17X_1128400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,186,928..1,194,670(+)","eukaryotic translation initiation factor 2-alpha kinase, putative","7743","eukaryotic translation initiation factor 2-alpha kinase, putative","No"
"PY17X_1128500","PY17X_1128500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,195,774..1,198,268(-)","choline/ethanolaminephosphotransferase","1173","choline/ethanolaminephosphotransferase","No"
"PY17X_1128600","PY17X_1128600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,200,419..1,202,573(+)","protease, putative","1008","protease, putative","No"
"PY17X_1128700","PY17X_1128700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,203,156..1,204,064(-)","conserved Plasmodium protein, unknown function","909","conserved Plasmodium protein, unknown function","No"
"PY17X_1128800","PY17X_1128800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,204,872..1,206,580(-)","DNA methyltransferase 1-associated protein 1, putative","1158","DNA methyltransferase 1-associated protein 1, putative","No"
"PY17X_1128900","PY17X_1128900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,207,471..1,209,180(+)","conserved Plasmodium protein, unknown function","1710","conserved Plasmodium protein, unknown function","No"
"PY17X_1129000","PY17X_1129000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,209,691..1,211,811(-)","glutamyl-tRNA(Gln) amidotransferase subunit B, putative","2121","glutamyl-tRNA(Gln) amidotransferase subunit B, putative","No"
"PY17X_1129100","PY17X_1129100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,213,322..1,214,194(-)","glucosamine 6-phosphate N-acetyltransferase, putative","873","glucosamine 6-phosphate N-acetyltransferase, putative","No"
"PY17X_1129200","PY17X_1129200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,214,837..1,216,849(-)","nicotinate phosphoribosyltransferase, putative","2013","nicotinate phosphoribosyltransferase, putative","No"
"PY17X_1129300","PY17X_1129300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,218,339..1,219,478(-)","DnaJ protein, putative","1140","DnaJ protein, putative","No"
"PY17X_1129400","PY17X_1129400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,221,594..1,225,733(+)","RAP protein, putative","3858","RAP protein, putative","No"
"PY17X_1129500","PY17X_1129500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,226,343..1,226,600(-)","conserved Plasmodium protein, unknown function","258","conserved Plasmodium protein, unknown function","No"
"PY17X_1129600","PY17X_1129600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,227,885..1,230,188(+)","phospholipase, putative","2304","phospholipase, putative","No"
"PY17X_1129700","PY17X_1129700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,232,900..1,234,507(+)","polyadenylate-binding protein 3, putative","1608","polyadenylate-binding protein 3, putative","No"
"PY17X_1129800","PY17X_1129800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,235,744..1,237,713(-)","amino acid transporter AAT1, putative","1881","amino acid transporter AAT1, putative","No"
"PY17X_1129900","PY17X_1129900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,239,012..1,239,858(+)","RNA-binding protein, putative","726","RNA-binding protein, putative","No"
"PY17X_1130000","PY17X_1130000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,241,988..1,261,211(+)","SET domain protein, putative","18588","SET domain protein, putative","No"
"PY17X_1130100","PY17X_1130100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,261,881..1,265,281(-)","cullin-like protein, putative","3036","cullin-like protein, putative","No"
"PY17X_1130200","PY17X_1130200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,267,329..1,268,605(+)","phosphatidylinositol/phosphatidylcholine transfer protein, putative","969","phosphatidylinositol/phosphatidylcholine transfer protein, putative","No"
"PY17X_1130300","PY17X_1130300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,268,916..1,270,936(-)","CPW-WPC family protein","840","CPW-WPC family protein","No"
"PY17X_1130400","PY17X_1130400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,272,203..1,274,050(-)","conserved Plasmodium protein, unknown function","1848","conserved Plasmodium protein, unknown function","No"
"PY17X_1130500","PY17X_1130500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,275,791..1,276,934(+)","secreted ookinete protein, putative","405","secreted ookinete protein, putative","No"
"PY17X_1130600","PY17X_1130600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,277,477..1,286,398(-)","DNA polymerase epsilon catalytic subunit A, putative","8457","DNA polymerase epsilon catalytic subunit A, putative","No"
"PY17X_1130700","PY17X_1130700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,288,587..1,289,771(-)","conserved Plasmodium protein, unknown function","1185","conserved Plasmodium protein, unknown function","No"
"PY17X_1130800","PY17X_1130800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,295,656..1,298,323(+)","conserved protein, unknown function","2424","conserved protein, unknown function","No"
"PY17X_1130900","PY17X_1130900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,299,628..1,301,622(+)","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative","1995","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative","No"
"PY17X_1131000","PY17X_1131000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,302,819..1,305,265(+)","TPH domain-containing protein, putative","1146","TPH domain-containing protein, putative","No"
"PY17X_1131100","PY17X_1131100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,305,532..1,307,873(-)","ATP-dependent RNA helicase HAS1, putative","2043","ATP-dependent RNA helicase HAS1, putative","No"
"PY17X_1131200","PY17X_1131200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,310,331..1,311,173(+)","tetratricopeptide repeat protein, putative","843","tetratricopeptide repeat protein, putative","No"
"PY17X_1131300","PY17X_1131300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,311,735..1,317,470(-)","conserved Plasmodium protein, unknown function","5550","conserved Plasmodium protein, unknown function","No"
"PY17X_1131400","PY17X_1131400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,318,588..1,321,434(+)","Ran-binding protein, putative","2847","Ran-binding protein, putative","No"
"PY17X_1131500","PY17X_1131500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,322,383..1,323,366(+)","RNA polymerase II transcription factor B subunit 4, putative","984","RNA polymerase II transcription factor B subunit 4, putative","No"
"PY17X_1131600","PY17X_1131600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,324,591..1,325,658(-)","ER lumen protein retaining receptor, putative","666","ER lumen protein retaining receptor, putative","No"
"PY17X_1131700","PY17X_1131700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,328,272..1,328,778(+)","reactive oxygen species modulator 1, putative","507","reactive oxygen species modulator 1, putative","No"
"PY17X_1131800","PY17X_1131800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,329,576..1,330,436(-)","proteasome subunit alpha type-4, putative","741","proteasome subunit alpha type-4, putative","No"
"PY17X_1131900","PY17X_1131900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,331,977..1,333,111(+)","proteasome subunit alpha type-7, putative","726","proteasome subunit alpha type-7, putative","No"
"PY17X_1132000","PY17X_1132000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,333,593..1,335,143(-)","conserved Plasmodium protein, unknown function","1551","conserved Plasmodium protein, unknown function","No"
"PY17X_1132100","PY17X_1132100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,336,076..1,337,134(-)","conserved Plasmodium protein, unknown function","1059","conserved Plasmodium protein, unknown function","No"
"PY17X_1132200","PY17X_1132200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,338,028..1,340,472(-)","phosphoinositide phosphatase SAC1, putative","2445","phosphoinositide phosphatase SAC1, putative","No"
"PY17X_1132300","PY17X_1132300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,341,615..1,344,775(-)","large subunit rRNA methyltransferase, putative","2973","large subunit rRNA methyltransferase, putative","No"
"PY17X_1132400","PY17X_1132400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,346,363..1,347,536(-)","V-type proton ATPase 21 kDa proteolipid subunit, putative","546","V-type proton ATPase 21 kDa proteolipid subunit, putative","No"
"PY17X_1132500","PY17X_1132500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,350,340..1,351,793(+)","adenylosuccinate synthetase, putative","1320","adenylosuccinate synthetase, putative","No"
"PY17X_1132600","PY17X_1132600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,352,499..1,353,602(-)","60S ribosomal protein L7-2, putative","768","60S ribosomal protein L7-2, putative","No"
"PY17X_1132700","PY17X_1132700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,354,688..1,355,785(-)","conserved Plasmodium protein, unknown function","1098","conserved Plasmodium protein, unknown function","No"
"PY17X_1132800","PY17X_1132800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,356,850..1,358,652(-)","metacaspase-1, putative","1803","metacaspase-1, putative","No"
"PY17X_1132900","PY17X_1132900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,360,096..1,361,805(+)","conserved Plasmodium protein, unknown function","1710","conserved Plasmodium protein, unknown function","No"
"PY17X_1133000","PY17X_1133000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,363,912..1,366,737(+)","DNA replication licensing factor MCM6, putative","2826","DNA replication licensing factor MCM6, putative","No"
"PY17X_1133100","PY17X_1133100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,367,040..1,369,613(-)","RAP protein, putative","2574","RAP protein, putative","No"
"PY17X_1133200","PY17X_1133200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,370,816..1,372,351(+)","histone-lysine N-methyltransferase, putative","1536","histone-lysine N-methyltransferase, putative","No"
"PY17X_1133300","PY17X_1133300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,373,617..1,373,689(-)","tRNA Threonine","73","tRNA Threonine","No"
"PY17X_1133400","PY17X_1133400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,374,908..1,376,998(+)","serine/threonine protein phosphatase 5, putative","2091","serine/threonine protein phosphatase 5, putative","No"
"PY17X_1133500","PY17X_1133500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,378,095..1,381,628(-)","NLI interacting factor-like phosphatase, putative","3534","NLI interacting factor-like phosphatase, putative","No"
