# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1152720	1154552	-	VEV56526.1			protein phosphatase PPM8, putative			PVVCY_0903370	1833	610	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1155920	1159104	-							PVVCY_0903380	3185		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1155920	1159104	-	VEV56527.1			regulator of chromosome condensation, putative			PVVCY_0903380	2937	978	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1160030	1161280	-							PVVCY_0903390	1251		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1160030	1161280	-	VEV56528.1			conserved Plasmodium membrane protein, unknown function			PVVCY_0903390	1251	416	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1163758	1165361	-							PVVCY_0903400	1604		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1163758	1165361	-	VEV56529.1			conserved Plasmodium protein, unknown function			PVVCY_0903400	1035	344	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1166299	1171885	+							PVVCY_0903410	5587		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1166299	1171885	+	VEV56530.1			condensin-2 complex subunit D3, putative			PVVCY_0903410	5106	1701	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1172146	1172653	-							PVVCY_0903420	508		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1172146	1172653	-	VEV56531.1			conserved Plasmodium protein, unknown function			PVVCY_0903420	273	90	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1173433	1173876	+							PVVCY_0903430	444		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1173433	1173876	+	VEV56532.1			conserved Plasmodium protein, unknown function			PVVCY_0903430	444	147	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1174638	1176968	-							PVVCY_0903440	2331		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1174638	1176968	-	VEV56533.1			3-oxo-5-alpha-steroid 4-dehydrogenase, putative			PVVCY_0903440	891	296	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1180390	1190108	+							PVVCY_0903450	9719		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1180390	1190108	+	VEV56534.1			conserved Plasmodium protein, unknown function			PVVCY_0903450	9432	3143	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1190983	1192788	+							PVVCY_0903460	1806		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1190983	1192788	+	VEV56535.1			conserved Plasmodium protein, unknown function			PVVCY_0903460	1806	601	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1193167	1195634	-							PVVCY_0903470	2468		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1193167	1195634	-	VEV56536.1			conserved Plasmodium protein, unknown function			PVVCY_0903470	1992	663	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1197582	1200817	+							PVVCY_0903480	3236		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1197582	1200817	+	VEV56537.1			tudor staphylococcal nuclease, putative			PVVCY_0903480	3018	1005	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1201401	1203770	-							PVVCY_0903490	2370		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1201401	1203770	-	VEV56538.1			signal recognition particle subunit SRP72, putative			PVVCY_0903490	2370	789	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1206072	1208001	-							PVVCY_0903500	1930		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1206072	1208001	-	VEV56539.1			casein kinase 1, putative			PVVCY_0903500	972	323	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1213172	1215340	+							PVVCY_0903510	2169		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1213172	1215340	+	VEV56540.1			conserved Plasmodium protein, unknown function			PVVCY_0903510	2169	722	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1215453	1215959	+							PVVCY_0903520	507		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1215453	1215959	+	VEV56541.1			conserved Plasmodium protein, unknown function			PVVCY_0903520	507	168	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1216682	1218589	+							PVVCY_0903530	1908		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1216682	1218589	+	VEV56542.1			conserved Plasmodium protein, unknown function			PVVCY_0903530	1275	424	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1219829	1221532	-							PVVCY_0903540	1704		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1219829	1221532	-	VEV56543.1			DnaJ protein, putative			PVVCY_0903540	1113	370	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1225328	1229082	+							PVVCY_0903550	3755		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1225328	1229082	+	VEV56544.1			subtilisin-like protease 2, putative			PVVCY_0903550	3609	1202	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1230830	1231729	+							PVVCY_0903560	900		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1230830	1231729	+	VEV56545.1			mitochondrial ribosomal protein S9 precursor, putative			PVVCY_0903560	900	299	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1232221	1233561	-							PVVCY_0903570	1341		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1232221	1233561	-	VEV56546.1			apical exonemal protein, putative			PVVCY_0903570	1341	446	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1235647	1237590	-							PVVCY_0903580	1944		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1235647	1237590	-	VEV56547.1			CLPTM1 domain-containing protein, putative			PVVCY_0903580	1944	647	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1239502	1240782	-							PVVCY_0903590	1281		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1239502	1240782	-	VEV56548.1			UVB-resistance protein UVR8 homologue, putative			PVVCY_0903590	1281	426	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1241714	1242396	-							PVVCY_0903600	683		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1241714	1242396	-	VEV56549.1			apicoplast ribosomal protein S14p/S29e precursor, putative			PVVCY_0903600	510	169	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1243199	1244575	-							PVVCY_0903610	1377		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1243199	1244575	-	VEV56550.1			conserved Plasmodium protein, unknown function			PVVCY_0903610	1293	430	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1245178	1247346	+							PVVCY_0903620	2169		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1245178	1247346	+	VEV56551.1			calcium-binding protein, putative			PVVCY_0903620	2169	722	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1248195	1248828	-							PVVCY_0903630	634		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1248195	1248828	-	VEV56552.1			conserved Plasmodium protein, unknown function			PVVCY_0903630	444	147	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1250419	1252804	+							PVVCY_0903640	2386		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1250419	1252804	+	VEV56553.1			conserved Plasmodium protein, unknown function			PVVCY_0903640	2229	742	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1254068	1257301	+							PVVCY_0903650	3234		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1254068	1257301	+	VEV56554.1			conserved Plasmodium protein, unknown function			PVVCY_0903650	3234	1077	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1257357	1261547	+							PVVCY_0903660	4191		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1257357	1261547	+	VEV56555.1			conserved Plasmodium protein, unknown function			PVVCY_0903660	4191	1396	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1262418	1263016	+							PVVCY_0903670	599		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1262418	1263016	+	VEV56556.1			ubiquitin-related modifier 1, putative			PVVCY_0903670	435	144	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1263231	1263934	+							PVVCY_0903680	704		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1263231	1263934	+	VEV56557.1			conserved Plasmodium protein, unknown function			PVVCY_0903680	558	185	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1264337	1264768	-							PVVCY_0903690	432		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1264337	1264768	-	VEV56558.1			conserved Plasmodium protein, unknown function			PVVCY_0903690	432	143	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1264855	1265351	-							PVVCY_0903700	497		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1264855	1265351	-	VEV56559.1			hypothetical protein			PVVCY_0903700	294	97	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1266100	1277625	-							PVVCY_0903710	11526		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1266100	1277625	-	VEV56560.1			guanylyl cyclase, putative			PVVCY_0903710	11526	3841	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1281978	1284311	+							PVVCY_0903720	2334		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1281978	1284311	+	VEV56561.1			protein phosphatase PPM2, putative			PVVCY_0903720	2334	777	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1285390	1287243	-							PVVCY_0903730	1854		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1285390	1287243	-	VEV56562.1			beta-catenin-like protein 1, putative			PVVCY_0903730	1569	522	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1288225	1293813	-							PVVCY_0903740	5589		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1288225	1293813	-	VEV56563.1			conserved Plasmodium protein, unknown function			PVVCY_0903740	5151	1716	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1294893	1300515	-							PVVCY_0903750	5623		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1294893	1300515	-	VEV56564.1			WD repeat-containing protein, putative			PVVCY_0903750	4773	1590	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1305340	1309782	+							PVVCY_0903760	4443		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1305340	1309782	+	VEV56565.1			RNA-binding protein, putative			PVVCY_0903760	4443	1480	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1310388	1311675	-							PVVCY_0903770	1288		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1310388	1311675	-	VEV56566.1			conserved Plasmodium protein, unknown function			PVVCY_0903770	1125	374	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1313068	1319847	-							PVVCY_0903780	6780		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1313068	1319847	-	VEV56567.1			transcription factor with AP2 domain(s), putative			PVVCY_0903780	6387	2128	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1325133	1327581	-							PVVCY_0903790	2449		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1325133	1327581	-	VEV56568.1			AAA family ATPase, putative			PVVCY_0903790	1866	621	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1329305	1331164	+							PVVCY_0903800	1860		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1329305	1331164	+	VEV56569.1			conserved Plasmodium protein, unknown function			PVVCY_0903800	1860	619	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1331763	1333289	-							PVVCY_0903810	1527		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1331763	1333289	-	VEV56570.1			adrenodoxin reductase, putative			PVVCY_0903810	1527	508	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1334311	1340328	-							PVVCY_0903820	6018		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1334311	1340328	-	VEV56571.1			conserved Plasmodium protein, unknown function			PVVCY_0903820	6018	2005	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1341354	1342290	+							PVVCY_0903830	937		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1341354	1342290	+	VEV56572.1			conserved protein, unknown function			PVVCY_0903830	597	198	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1343072	1345989	+							PVVCY_0903840	2918		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1343072	1345989	+	VEV56573.1			carbonic anhydrase, putative			PVVCY_0903840	2742	913	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1346732	1347501	-							PVVCY_0903850	770		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1346732	1347501	-	VEV56574.1			V-type proton ATPase subunit F, putative			PVVCY_0903850	390	129	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1349036	1350417	-							PVVCY_0903860	1382		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1349036	1350417	-	VEV56575.1			conserved Plasmodium protein, unknown function			PVVCY_0903860	1029	342	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1351839	1352933	+							PVVCY_0903870	1095		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1351839	1352933	+	VEV56576.1			P-loop containing nucleoside triphosphate hydrolase, putative			PVVCY_0903870	1095	364	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1354397	1355057	+							PVVCY_0903880	661		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1354397	1355057	+	VEV56577.1			conserved Plasmodium protein, unknown function			PVVCY_0903880	501	166	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1356211	1361499	+							PVVCY_0903890	5289		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1356211	1361499	+	VEV56578.1			myosin heavy chain subunit, putative			PVVCY_0903890	4824	1607	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1361941	1365858	-							PVVCY_0903900	3918		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1361941	1365858	-	VEV56579.1			conserved Plasmodium protein, unknown function			PVVCY_0903900	3918	1305	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1367913	1373063	-							PVVCY_0903910	5151		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1367913	1373063	-	VEV56580.1			conserved Plasmodium protein, unknown function			PVVCY_0903910	5151	1716	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1375256	1377310	+							PVVCY_0903920	2055		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1375256	1377310	+	VEV56581.1			conserved Plasmodium protein, unknown function			PVVCY_0903920	2055	684	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1377770	1383590	-							PVVCY_0903930	5821		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1377770	1383590	-	VEV56582.1			conserved Plasmodium protein, unknown function			PVVCY_0903930	5229	1742	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1385436	1387787	+							PVVCY_0903940	2352		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1385436	1387787	+	VEV56583.1			conserved Plasmodium protein, unknown function			PVVCY_0903940	2352	783	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1389009	1395059	+							PVVCY_0903950	6051		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1389009	1395059	+	VEV56584.1			conserved Plasmodium protein, unknown function			PVVCY_0903950	6051	2016	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1395863	1396299	-							PVVCY_0903960	437		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1395863	1396299	-	VEV56585.1			conserved Plasmodium protein, unknown function			PVVCY_0903960	336	111	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1397429	1400288	-							PVVCY_0903970	2860		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1397429	1400288	-	VEV56586.1			conserved Plasmodium protein, unknown function			PVVCY_0903970	2772	923	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1401401	1402891	+							PVVCY_0903980	1491		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1401401	1402891	+	VEV56587.1			phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative			PVVCY_0903980	792	263	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1403237	1405224	+							PVVCY_0903990	1988		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1403237	1405224	+	VEV56588.1			conserved Plasmodium protein, unknown function			PVVCY_0903990	777	258	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_09	LR215065.1	1405686	1406408	-							PVVCY_0904000	723		
