"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_0402100","PVP01_0402100.1","3","3","1","669","N/A","forward","pseudogene","Yes","951","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","4","PvP01_04_v2:83,933..85,213(+)","PvP01_04_v2:83933..84342(+)","PvP01_04_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402200","PVP01_0402200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1395","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:87,239..88,885(+)","PvP01_04_v2:87239..88885(+)","PvP01_04_v2","1","12","464","1395","53096","5.82","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402300","PVP01_0402300.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1092","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:92,257..93,614(+)","PvP01_04_v2:92257..93614(+)","PvP01_04_v2","3","0","363","1092","42451","7.33","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402400","PVP01_0402400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","936","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:97,154..98,354(+)","PvP01_04_v2:97154..98354(+)","PvP01_04_v2","3","21","311","936","35930","5.26","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402500","PVP01_0402500.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1197","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:101,670..103,244(+)","PvP01_04_v2:101670..103244(+)","PvP01_04_v2","28","7","398","1197","46966","5.73","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402800","PVP01_0402800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","834","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:117,943..119,041(+)","PvP01_04_v2:117943..119041(+)","PvP01_04_v2","0","1","277","834","32044","6.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403200","PVP01_0403200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1224","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:131,013..132,497(-)","PvP01_04_v2:131013..132497(-)","PvP01_04_v2","0","0","407","1224","46249","9.31","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403300","PVP01_0403300.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2487","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:135,540..138,634(-)","PvP01_04_v2:135540..138634(-)","PvP01_04_v2","37","4","828","2487","99114","7.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403400","PVP01_0403400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1647","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:141,638..143,531(+)","PvP01_04_v2:141638..143531(+)","PvP01_04_v2","4","0","548","1647","63270","7.87","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403500","PVP01_0403500.1","4","4","1","N/A","N/A","forward","protein coding gene","No","2541","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:145,777..148,706(+)","PvP01_04_v2:145777..148706(+)","PvP01_04_v2","22","4","846","2541","99199","7.47","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403600","PVP01_0403600.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1041","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:151,170..152,413(+)","PvP01_04_v2:151170..152413(+)","PvP01_04_v2","0","0","346","1041","40961","5.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403700","PVP01_0403700.1","4","4","1","N/A","N/A","forward","pseudogene","Yes","1032","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","4","PvP01_04_v2:158,163..159,470(+)","PvP01_04_v2:158163..159470(+)","PvP01_04_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403800","PVP01_0403800.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1839","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:162,645..165,006(+)","PvP01_04_v2:162645..165006(+)","PvP01_04_v2","32","6","612","1839","72797","6.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0403900","PVP01_0403900.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1587","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:166,743..168,716(-)","PvP01_04_v2:166743..168716(-)","PvP01_04_v2","1","0","528","1587","61376","5.54","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0404000","PVP01_0404000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1680","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:176,224..178,194(+)","PvP01_04_v2:176224..178194(+)","PvP01_04_v2","4","0","559","1680","62661","9.24","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0404100","PVP01_0404100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:180,215..181,548(+)","PvP01_04_v2:180215..181548(+)","PvP01_04_v2","71","0","359","1080","41586","5.89","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0423700","PVP01_0423700.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1470","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:971,461..973,193(+)","PvP01_04_v2:971461..973193(+)","PvP01_04_v2","1","0","489","1470","57700","8.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0423800","PVP01_0423800.1","5","5","1","N/A","N/A","forward","protein coding gene","No","2553","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:975,097..978,191(+)","PvP01_04_v2:975097..978191(+)","PvP01_04_v2","6","0","850","2553","100419","7.42","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0423900","PVP01_0423900.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","1095","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:979,604..980,820(-)","PvP01_04_v2:979604..980820(-)","PvP01_04_v2","3","0","364","1095","42649","6.01","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0424000","PVP01_0424000.1","4","4","1","N/A","N/A","forward","protein coding gene","No","2046","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:984,225..986,711(+)","PvP01_04_v2:984225..986711(+)","PvP01_04_v2","4","1","681","2046","80716","7.41","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0424100","PVP01_0424100.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2544","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:988,655..991,787(-)","PvP01_04_v2:988655..991787(-)","PvP01_04_v2","37","4","847","2544","100704","8.56","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0424300","PVP01_0424300.1","4","4","1","780","N/A","reverse","pseudogene","Yes","1044","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","4","PvP01_04_v2:995,173..996,465(-)","PvP01_04_v2:996069..996465(-)","PvP01_04_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0424400","PVP01_0424400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1383","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:1,003,591..1,005,232(+)","PvP01_04_v2:1003591..1005232(+)","PvP01_04_v2","3","3","460","1383","52093","6.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500300","PVP01_0500300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1557","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:5,665..7,446(-)","PvP01_05_v2:5665..7446(-)","PvP01_05_v2","1","4","518","1557","59603","5.17","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500400","PVP01_0500400.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1536","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:11,851..13,819(+)","PvP01_05_v2:11851..13819(+)","PvP01_05_v2","3","2","511","1536","58737","6.07","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500500","PVP01_0500500.1","5","5","1","N/A","N/A","forward","pseudogene","Yes","1536","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","5","PvP01_05_v2:15,813..17,477(+)","PvP01_05_v2:15813..17477(+)","PvP01_05_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500600","PVP01_0500600.1","3","3","1","528","N/A","forward","pseudogene","Yes","666","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","5","PvP01_05_v2:19,351..20,123(+)","PvP01_05_v2:19351..19488(+)","PvP01_05_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500700","PVP01_0500700.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1062","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:22,191..23,511(+)","PvP01_05_v2:22191..23511(+)","PvP01_05_v2","103","17","353","1062","40678","5.73","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500800","PVP01_0500800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1176","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:25,743..27,183(+)","PvP01_05_v2:25743..27183(+)","PvP01_05_v2","27","6","391","1176","44981","6.41","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0500900","PVP01_0500900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1020","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:30,223..31,493(+)","PvP01_05_v2:30223..31493(+)","PvP01_05_v2","0","4","339","1020","39542","8.13","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0501200","PVP01_0501200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:43,753..45,089(+)","PvP01_05_v2:43753..45089(+)","PvP01_05_v2","9","5","359","1080","41561","5.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0501300","PVP01_0501300.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1359","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:47,504..49,291(+)","PvP01_05_v2:47504..49291(+)","PvP01_05_v2","2","13","452","1359","53456","8.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0501400","PVP01_0501400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1020","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:52,630..53,943(+)","PvP01_05_v2:52630..53943(+)","PvP01_05_v2","103","17","339","1020","38998","4.89","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0501500","PVP01_0501500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1062","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:56,637..57,948(+)","PvP01_05_v2:56637..57948(+)","PvP01_05_v2","0","0","353","1062","40578","5.5","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502100","PVP01_0502100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","822","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:78,353..79,441(+)","PvP01_05_v2:78353..79441(+)","PvP01_05_v2","5","1","273","822","31749","7.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502200","PVP01_0502200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","900","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:83,966..85,136(+)","PvP01_05_v2:83966..85136(+)","PvP01_05_v2","6","1","299","900","34943","7.69","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502300","PVP01_0502300.1","2","2","1","1035","N/A","reverse","pseudogene","Yes","1080","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","5","PvP01_05_v2:87,264..88,464(-)","PvP01_05_v2:88420..88464(-)","PvP01_05_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502400","PVP01_0502400.1","2","2","1","N/A","N/A","forward","protein coding gene","No","1464","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:90,714..92,277(+)","PvP01_05_v2:90714..92277(+)","PvP01_05_v2","0","0","487","1464","55008","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502500","PVP01_0502500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","888","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:95,383..96,541(+)","PvP01_05_v2:95383..96541(+)","PvP01_05_v2","6","3","295","888","34652","7.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502600","PVP01_0502600.1","5","5","1","639","501","forward","protein coding gene","No","2226","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:103,073..105,840(+)","PvP01_05_v2:103574..104975(+)","PvP01_05_v2","2","0","361","1086","38930","4.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502700","PVP01_0502700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1473","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:107,490..109,188(-)","PvP01_05_v2:107490..109188(-)","PvP01_05_v2","1","0","490","1473","56314","8.77","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502800","PVP01_0502800.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2394","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:112,328..115,237(-)","PvP01_05_v2:112328..115237(-)","PvP01_05_v2","3","0","797","2394","94418","7.91","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0502900","PVP01_0502900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1350","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:117,988..119,609(-)","PvP01_05_v2:117988..119609(-)","PvP01_05_v2","3","0","449","1350","52101","6.57","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0503000","PVP01_0503000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","747","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:124,341..125,274(+)","PvP01_05_v2:124341..125274(+)","PvP01_05_v2","2","0","248","747","29709","7.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0503100","PVP01_0503100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1203","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:129,786..131,252(+)","PvP01_05_v2:129786..131252(+)","PvP01_05_v2","1","0","400","1203","45253","5.76","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0503200","PVP01_0503200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1095","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:135,280..136,661(+)","PvP01_05_v2:135280..136661(+)","PvP01_05_v2","2","0","364","1095","43157","7.33","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0503300","PVP01_0503300.1","5","5","1","1680","N/A","reverse","pseudogene","Yes","2607","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","5","PvP01_05_v2:137,355..140,550(-)","PvP01_05_v2:139333..140550(-)","PvP01_05_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0533400","PVP01_0533400.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2676","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,418,749..1,421,971(-)","PvP01_05_v2:1418749..1421971(-)","PvP01_05_v2","8","0","891","2676","106590","8.4","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0533500","PVP01_0533500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1005","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,424,718..1,425,977(-)","PvP01_05_v2:1424718..1425977(-)","PvP01_05_v2","1","0","334","1005","38607","7.09","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0533600","PVP01_0533600.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1773","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,428,400..1,430,560(+)","PvP01_05_v2:1428400..1430560(+)","PvP01_05_v2","32","6","590","1773","69786","8.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0533800","PVP01_0533800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1392","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,437,784..1,439,450(+)","PvP01_05_v2:1437784..1439450(+)","PvP01_05_v2","2","0","463","1392","52809","7.31","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0533900","PVP01_0533900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1749","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,442,467..1,444,497(+)","PvP01_05_v2:1442467..1444497(+)","PvP01_05_v2","4","0","582","1749","67067","9.12","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0534000","PVP01_0534000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1365","No","N/A","N/A","PIR protein","PIR protein","5","PvP01_05_v2:1,446,317..1,447,948(+)","PvP01_05_v2:1446317..1447948(+)","PvP01_05_v2","3","0","454","1365","50372","9.21","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0534100","PVP01_0534100.1","3","3","1","624","N/A","forward","pseudogene","Yes","1155","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","5","PvP01_05_v2:1,452,131..1,453,572(+)","PvP01_05_v2:1452131..1452819(+)","PvP01_05_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
